deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0, val : -0.00322834, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : -0.242938, val : 0.0033869, +1mili value : -0.238291
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0107888, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0, val : 0.0033869, +1mili value : 0
deriv1 : 0.00637154, val : 0.0100502, +1mili value : 0.00632654
deriv1 : -0.00029255, val : 0.0105987, +1mili value : -0.000323855
deriv1 : -0.000644005, val : 0.0105724, +1mili value : -0.000659641
deriv1 : 0, val : 0.0105182, +1mili value : 7.56123e-005
deriv1 : -0.00029255, val : 0.0105987, +1mili value : -0.000251444
deriv1 : -0.00029255, val : 0.0105987, +1mili value : -0.000313899
deriv1 : 0, val : 0.0105182, +1mili value : 0.000285068
deriv1 : -0.00029255, val : 0.0105987, +1mili value : -0.000313899
deriv1 : 0, val : 0.0105182, +1mili value : 0.000146034
deriv1 : 0.0055144, val : 0.0100502, +1mili value : 0.00549414
deriv1 : 0, val : 0.0109001, +1mili value : 0
deriv1 : 0, val : 0.0109001, +1mili value : 0
deriv1 : 0.0406145, val : 0.0257535, +1mili value : 0.0396442
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0175289, +1mili value : 0
deriv1 : 0, val : 0.0175289, +1mili value : 0
deriv1 : 0, val : 0.0175289, +1mili value : 0
deriv1 : 0, val : 0.0175289, +1mili value : 0
deriv1 : 0, val : 0.0128086, +1mili value : 0
deriv1 : 0, val : 0.0128086, +1mili value : 0
deriv1 : 0.0621346, val : 0.0257535, +1mili value : 0.0601582
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.00643945, +1mili value : 0
deriv1 : 0, val : 0.00643945, +1mili value : 0
deriv1 : 0, val : 0.00348703, +1mili value : 0
deriv1 : 0, val : 0.00348703, +1mili value : 0
deriv1 : 0, val : 0.00348703, +1mili value : 0
deriv1 : 0, val : 0.00348703, +1mili value : 0
deriv1 : 0.106879, val : 0.0257535, +1mili value : 0.10348
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0.0495923, val : 0.0257535, +1mili value : 0.0484075
deriv1 : 0, val : 0.0257535, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : 0.011289, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0927274, +1mili value : 0.000283436
deriv1 : 0.00742331, val : -0.0921904, +1mili value : 0.007464
deriv1 : 0, val : -0.0833409, +1mili value : 0.0006434
deriv1 : 0.00391014, val : -0.0830965, +1mili value : 0.00393274
deriv1 : 0, val : -0.0828521, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0.0507081, val : -0.0825689, +1mili value : 0.0498036
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : -0.0141655, val : -0.10457, +1mili value : -0.0137875
deriv1 : -0.00170036, val : -0.104964, +1mili value : -0.00165976
deriv1 : 0, val : -0.104964, +1mili value : -1.60295e-005
deriv1 : 0, val : -0.105633, +1mili value : 0.000169489
deriv1 : 0.00214481, val : -0.105553, +1mili value : 0.00223361
deriv1 : 0.000930244, val : -0.105454, +1mili value : 0.000902171
deriv1 : 0.000247278, val : -0.105429, +1mili value : 0.000237104
deriv1 : 8.6531e-005, val : -0.105423, +1mili value : 8.64746e-005
deriv1 : 8.82207e-005, val : -0.105392, +1mili value : 8.60367e-005
deriv1 : 0.000257774, val : -0.105383, +1mili value : 0.000260835
deriv1 : 0.00107345, val : -0.10536, +1mili value : 0.00114197
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.100645, +1mili value : 0
deriv1 : 0, val : -0.105633, +1mili value : 0.000169489
deriv1 : 0.00214481, val : -0.105553, +1mili value : 0.00223361
deriv1 : 0.000930244, val : -0.105454, +1mili value : 0.000902171
deriv1 : 0.000247278, val : -0.105429, +1mili value : 0.000237104
deriv1 : 8.6531e-005, val : -0.105423, +1mili value : 8.64746e-005
deriv1 : 8.82207e-005, val : -0.105392, +1mili value : 8.60367e-005
deriv1 : 0.000257774, val : -0.105383, +1mili value : 0.000260835
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : -0.181765, val : -0.0699938, +1mili value : -0.173119
deriv1 : 0, val : -0.103786, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0.0977262, val : -0.0748836, +1mili value : 0.0958566
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0, val : -0.115603, +1mili value : 0
deriv1 : 0.0977262, val : -0.0748836, +1mili value : 0.0958566
deriv1 : 0, val : -0.102448, +1mili value : 0
deriv1 : 0, val : -0.102448, +1mili value : 0
deriv1 : 0, val : -0.102448, +1mili value : 0
deriv1 : 0.0184162, val : -0.0875891, +1mili value : 0.0181224
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : -0.0169206, val : -0.0875891, +1mili value : -0.0165969
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : 0, val : -0.0875891, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0.119166, val : -0.0608246, +1mili value : 0.116886
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0901953, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0, val : -0.0608246, +1mili value : 0
deriv1 : 0.0016361, val : -0.101157, +1mili value : 0.00181116
deriv1 : 0.0016361, val : -0.101157, +1mili value : 0.0014062
deriv1 : 0, val : -0.102843, +1mili value : 0
deriv1 : 0, val : -0.102843, +1mili value : 0
deriv1 : 0.0764512, val : -0.0748836, +1mili value : 0.0746246
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0933788, +1mili value : 0
deriv1 : 0, val : -0.0933788, +1mili value : 0
deriv1 : 0, val : -0.0933788, +1mili value : 0
deriv1 : 0, val : -0.0933788, +1mili value : 0
deriv1 : 0, val : -0.0884461, +1mili value : 0
deriv1 : 0, val : -0.0884461, +1mili value : 0
deriv1 : 0.0650994, val : -0.0748836, +1mili value : 0.0630287
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : 0.00189953, +1mili value : 0
deriv1 : 0, val : 0.00189953, +1mili value : 0
deriv1 : 0, val : -0.0770992, +1mili value : 0
deriv1 : 0, val : -0.0770992, +1mili value : 0
deriv1 : 0, val : -0.0770992, +1mili value : 0
deriv1 : 0, val : -0.0770992, +1mili value : 0
deriv1 : 0.0106351, val : -0.0748836, +1mili value : 0.0102969
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0.0574116, val : -0.0748836, +1mili value : 0.0560399
deriv1 : 0, val : -0.0748836, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : -0.0916287, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.0590578, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0, val : -0.354047, +1mili value : 0
deriv1 : 0.968094, val : 0, +1mili value : 0.944964
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : -4.59024, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 34.493, val : 87.8304, +1mili value : 32.8522
deriv1 : 0, val : -21.0387, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : -122.071, val : 24.3335, +1mili value : -119.736
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : 0, val : 75.1964, +1mili value : 0
deriv1 : -122.071, val : 24.3335, +1mili value : -119.736
deriv1 : 0, val : -19.7687, +1mili value : 0
deriv1 : 0, val : -19.7687, +1mili value : 0
deriv1 : 0, val : -19.7687, +1mili value : 0
deriv1 : -115.94, val : -0.508664, +1mili value : -114.09
deriv1 : 0, val : -0.508664, +1mili value : 0
deriv1 : -37.448, val : -9.14115, +1mili value : -36.7316
deriv1 : -70.9737, val : -20.6463, +1mili value : -70.0029
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : -289.055, val : 4.62971, +1mili value : -283.525
deriv1 : 0, val : 4.62971, +1mili value : 0
deriv1 : 0, val : 43.7081, +1mili value : 0
deriv1 : 0, val : 43.7081, +1mili value : 0
deriv1 : 0, val : 73.9182, +1mili value : 0
deriv1 : 1.64539, val : 12.1747, +1mili value : 1.56711
deriv1 : 0, val : 12.1747, +1mili value : 0
deriv1 : 0, val : -19.7372, +1mili value : 0
deriv1 : 0, val : -19.7372, +1mili value : 0
deriv1 : -148.456, val : 24.3335, +1mili value : -144.909
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 538.771, val : 24.3335, +1mili value : 521.634
deriv1 : -36.2634, val : -4.94361, +1mili value : -35.397
deriv1 : 3.85372, val : -4.94361, +1mili value : 3.49043
deriv1 : 2.56911, val : -4.94361, +1mili value : 2.44689
deriv1 : 2.56911, val : -4.94361, +1mili value : 2.44689
deriv1 : 2.56911, val : -4.94361, +1mili value : 2.44689
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 9.27624, +1mili value : 0
deriv1 : 0, val : 9.27624, +1mili value : 0
deriv1 : 0, val : 9.27624, +1mili value : 0
deriv1 : 0, val : 9.27624, +1mili value : 0
deriv1 : 45.1694, val : 24.3335, +1mili value : 43.0208
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 26.9031, +1mili value : 0
deriv1 : 0, val : 26.9031, +1mili value : 0
deriv1 : 0, val : 153.965, +1mili value : 0
deriv1 : 0, val : 153.965, +1mili value : 0
deriv1 : 0, val : -6.27574, +1mili value : 0
deriv1 : 0, val : -6.27574, +1mili value : 0
deriv1 : 0, val : -6.27574, +1mili value : 0
deriv1 : 0, val : -6.27574, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 5.28998, val : 24.3335, +1mili value : 5.1636
deriv1 : 0, val : 24.3335, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 22.7906, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.150229, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : -0.017445, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : -0.00241747, val : -0.0167838, +1mili value : -0.00235972
deriv1 : 0, val : -0.0167838, +1mili value : -2.0887e-005
deriv1 : 0, val : -0.0175167, +1mili value : 7.44396e-005
deriv1 : 0.0011032, val : -0.0174795, +1mili value : 0.00114606
deriv1 : 0.000815688, val : -0.0174247, +1mili value : 0.000775767
deriv1 : 0.000165745, val : -0.0174115, +1mili value : 0.000162218
deriv1 : 8.65247e-005, val : -0.017404, +1mili value : 8.69558e-005
deriv1 : 5.75597e-005, val : -0.0174007, +1mili value : 5.75429e-005
deriv1 : 5.38201e-005, val : -0.01738, +1mili value : 5.13049e-005
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : -0.0160057, +1mili value : 0
deriv1 : 0, val : -0.0174795, +1mili value : 0.000146865
deriv1 : 0.000815688, val : -0.0174247, +1mili value : 0.000775767
deriv1 : 0.000165745, val : -0.0174115, +1mili value : 0.000162218
deriv1 : 8.65247e-005, val : -0.017404, +1mili value : 8.69558e-005
deriv1 : 5.75597e-005, val : -0.0174007, +1mili value : 5.75429e-005
deriv1 : 5.38201e-005, val : -0.01738, +1mili value : 5.13049e-005
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : -0.213969, val : 0.0144306, +1mili value : -0.203791
deriv1 : 0, val : 0.0691474, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : -2.49333, val : 0.00864739, +1mili value : -2.45356
deriv1 : 0, val : 0.00864739, +1mili value : 0
deriv1 : 0, val : 0.00864739, +1mili value : 0
deriv1 : -0.0781675, val : -0.0206654, +1mili value : -0.076672
deriv1 : 0, val : -0.0206654, +1mili value : 0
deriv1 : 0, val : -0.0206654, +1mili value : 0
deriv1 : 0, val : -0.0206654, +1mili value : 0
deriv1 : 0, val : 0.0249149, +1mili value : 0
deriv1 : 0, val : 0.0249149, +1mili value : 0
deriv1 : -0.0198032, val : 0.0115655, +1mili value : -0.0196134
deriv1 : 0, val : 0.0115655, +1mili value : -0.000177159
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : -0.0111497, +1mili value : 0
deriv1 : 0.057976, val : 0.0107404, +1mili value : 0.0565908
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0469428, +1mili value : 0
deriv1 : 0, val : 0.0469428, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : 0.0107404, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0663487, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.270213, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : -0.00241459, val : -0.0579838, +1mili value : -0.0023569
deriv1 : 0, val : -0.0579838, +1mili value : -2.08622e-005
deriv1 : 0, val : -0.0587158, +1mili value : 7.43571e-005
deriv1 : 0.00110188, val : -0.0586787, +1mili value : 0.00114467
deriv1 : 0.000814715, val : -0.058624, +1mili value : 0.000774757
deriv1 : 0.000165548, val : -0.0586108, +1mili value : 0.000161957
deriv1 : 8.64215e-005, val : -0.0586033, +1mili value : 8.68279e-005
deriv1 : 5.74911e-005, val : -0.0586, +1mili value : 5.74684e-005
deriv1 : 5.37559e-005, val : -0.0585793, +1mili value : 5.1241e-005
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0572067, +1mili value : 0
deriv1 : 0, val : -0.0586787, +1mili value : 0.000146695
deriv1 : 0.000814715, val : -0.058624, +1mili value : 0.000774757
deriv1 : 0.000165548, val : -0.0586108, +1mili value : 0.000161957
deriv1 : 8.64215e-005, val : -0.0586033, +1mili value : 8.68279e-005
deriv1 : 5.74911e-005, val : -0.0586, +1mili value : 5.74684e-005
deriv1 : 5.37559e-005, val : -0.0585793, +1mili value : 5.1241e-005
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : -0.213714, val : -0.060836, +1mili value : -0.203548
deriv1 : 0, val : 0.0204499, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : -0.247341, val : -0.136042, +1mili value : -0.241431
deriv1 : 0, val : -0.136042, +1mili value : 0
deriv1 : -0.163329, val : -0.19729, +1mili value : -0.160205
deriv1 : 0, val : -0.19729, +1mili value : 0
deriv1 : 0, val : -0.19729, +1mili value : 0
deriv1 : 0, val : -0.19729, +1mili value : 0
deriv1 : 0, val : -0.228456, +1mili value : 0
deriv1 : 0, val : -0.228456, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0150304, +1mili value : 0
deriv1 : -0.0409512, val : -0.0304924, +1mili value : -0.0399728
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.109771, +1mili value : 0
deriv1 : 0, val : -0.109771, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : -0.0304924, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -0.336956, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : -0.00819604, val : -0.300524, +1mili value : -0.00815082
deriv1 : 0, val : -0.301478, +1mili value : 0
deriv1 : 0.798465, val : 0, +1mili value : 0.779388
deriv1 : 0, val : 0, +1mili value : 0
deriv1 : 0, val : -73.8693, +1mili value : 0
deriv1 : 0, val : -73.8693, +1mili value : 0
deriv1 : 0, val : -97.326, +1mili value : 0
deriv1 : 0, val : -97.326, +1mili value : 0
deriv1 : 0, val : -97.326, +1mili value : 0
deriv1 : 0, val : -1037.08, +1mili value : 0
deriv1 : 0, val : -1037.08, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -70.3593, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : -298.689, val : -91.5184, +1mili value : -284.481
deriv1 : 0, val : -1011.64, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0.000593926, val : -741.673, +1mili value : 0.000483083
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0.000593926, val : -741.673, +1mili value : 0.000483083
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : -1136.16, val : -781.307, +1mili value : -1118.04
deriv1 : 0, val : -781.307, +1mili value : 0
deriv1 : 0, val : -781.307, +1mili value : 0
deriv1 : -31.7998, val : -793.232, +1mili value : -31.1914
deriv1 : 35.2292, val : -781.489, +1mili value : 34.7472
deriv1 : 0, val : -1501.91, +1mili value : 0
deriv1 : 0.00074203, val : -1501.91, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -741.673, +1mili value : 0
deriv1 : 0, val : -41.39, +1mili value : 0
deriv1 : 49.4751, val : -22.7097, +1mili value : 48.2931
deriv1 : 0, val : -22.7097, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -37.9775, +1mili value : 0
deriv1 : 0, val : -37.9775, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : -21.6726, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
deriv1 : 0, val : 0.0141943, +1mili value : 0
